@RELATION 6000 
  
@ATTRIBUTE appCatergry  {social_contact,navigation,message,game}  
@ATTRIBUTE time   numeric  
@ATTRIBUTE latitude  numeric  
@ATTRIBUTE longitude   numeric 
@ATTRIBUTE permission   {location,contact,phone,microphone} 
@ATTRIBUTE class {true,false}  

@DATA
navigation,19,37.85,106.4,microphone,true
game,22,38.42,105.31,contact,true
navigation,23,38.51,106.04,phone,true
message,18,37.09,107.35,microphone,false
social_contact,21,39.04,108.55,contact,false
social_contact,22,36.37,109.5,microphone,false
message,20,37.75,107.69,phone,false
social_contact,17,36.9,105.08,contact,false
social_contact,22,38.03,109.5,contact,false
social_contact,19,38.43,108.58,phone,false
social_contact,21,39.3,106.12,phone,false
message,15,38.7,109.92,location,false
message,22,36.38,109.4,contact,false
message,18,36.37,105.07,location,false
message,17,37.64,109.18,contact,false
message,16,36.66,108.25,phone,false
social_contact,21,37.4,105.75,microphone,false
social_contact,12,36.54,106.32,contact,false
message,22,38.91,108.63,location,false
navigation,20,39.43,108.13,phone,true
navigation,12,36.35,108.85,phone,true
game,14,37.08,108.08,phone,true
game,12,39.08,107.6,location,true
social_contact,12,36.97,109.49,microphone,false
social_contact,23,37.43,107.27,microphone,false
social_contact,14,38.22,105.43,contact,false
navigation,12,39.26,105.27,contact,true
game,19,37.53,106.62,contact,true
message,16,37.92,107.29,contact,false
navigation,21,37.69,107.48,phone,true
game,13,39.98,105.73,contact,true
game,14,39.91,105.91,phone,true
message,19,39.81,106.21,microphone,false
message,16,38.7,105.2,microphone,false
game,19,38.79,107.2,contact,true
social_contact,13,37.02,107.96,contact,false
message,18,36.37,108.48,microphone,false
game,12,37.51,109.71,contact,true
game,17,39.84,108.35,phone,true
game,12,36.5,106.56,microphone,true
game,22,37.17,107.1,location,true
message,18,36.03,108.67,phone,false
social_contact,13,38.75,106.32,phone,false
navigation,19,37.89,109.06,phone,true
social_contact,16,37.89,107.21,microphone,false
navigation,14,38.64,109.04,phone,true
social_contact,19,37.01,107.72,location,false
navigation,13,36.13,109.78,phone,true
navigation,19,37.08,106.15,location,true
navigation,21,37.32,106.9,location,true
message,17,39.56,106.85,location,false
game,14,39.81,107.67,phone,true
social_contact,22,38.39,105.07,microphone,false
message,15,38.65,108.18,location,false
message,21,37.88,108.71,phone,false
game,16,38.61,108.84,microphone,true
navigation,21,38.39,106.29,phone,true
navigation,13,38.84,105.3,microphone,true
social_contact,20,37.68,106.02,phone,false
social_contact,21,38.09,109.28,microphone,false
game,24,37.1,105.34,contact,true
navigation,14,36.77,109.92,location,true
social_contact,19,37.05,108.33,phone,false
message,13,36.61,109.55,location,false
navigation,23,37.33,107.45,microphone,true
game,14,38.84,106.41,location,true
game,13,36.91,105.2,phone,true
game,18,39.38,108.33,location,true
social_contact,17,39.98,106.16,microphone,false
message,18,36.9,107.96,microphone,false
message,16,38.99,109.16,contact,false
navigation,15,38.16,108.85,contact,true
game,18,36.2,106.44,location,true
navigation,23,39.59,108.06,contact,true
game,19,39.71,107.35,location,true
navigation,13,39.89,106.95,microphone,true
social_contact,19,38.92,107.67,phone,false
social_contact,14,37.64,105.01,phone,false
navigation,12,36.21,108.8,phone,true
game,18,37.19,106.66,phone,true
game,15,36.27,105.08,location,true
social_contact,20,36.66,106.12,microphone,false
navigation,19,39.14,107.23,contact,true
message,19,39.03,109.22,contact,false
navigation,13,36.68,107.22,microphone,true
navigation,16,37.63,106.33,location,true
game,15,39.73,106.17,microphone,true
navigation,22,39.2,107.82,contact,true
game,21,38.83,108.71,phone,true
navigation,20,36.08,109.27,contact,true
navigation,12,38.66,109.48,microphone,true
social_contact,19,38.53,108.65,phone,false
navigation,23,38.36,106.88,microphone,true
navigation,16,38.02,106.58,location,true
message,19,38.75,107.77,microphone,false
message,17,38.99,107.23,phone,false
game,18,38.17,106.51,contact,true
navigation,14,36.67,109.5,location,true
message,13,36.57,108.58,phone,false
navigation,18,39.1,107.48,phone,true
navigation,20,37.3,108.04,phone,true
navigation,18,39.93,108.46,contact,true
message,20,37.6,109.81,location,false
navigation,16,38.57,105.28,phone,true
social_contact,19,39.13,108.09,location,false
message,21,37.08,106.23,location,false
game,17,37.4,106.05,contact,true
game,24,38.86,107.93,microphone,true
game,16,36.85,106.65,microphone,true
social_contact,14,36.4,107.99,location,false
message,18,38.66,105.28,phone,false
social_contact,15,37.48,107.89,location,false
navigation,16,39.69,108.28,location,true
navigation,12,39.47,109.32,phone,true
game,17,38.51,107.48,contact,true
social_contact,14,39.59,109.99,microphone,false
navigation,18,39.75,108.62,phone,true
navigation,15,36.03,107.33,location,true
message,13,37.75,109.59,location,false
navigation,22,37.01,106.09,microphone,true
game,15,38.49,105.33,location,true
social_contact,12,37.59,109.92,phone,false
message,22,36.25,108.4,microphone,false
social_contact,14,39.63,108.13,microphone,false
social_contact,16,37.88,108.02,contact,false
navigation,16,39.5,108.7,location,true
game,13,39.64,105.55,phone,true
social_contact,16,38.28,107.02,phone,false
navigation,13,37.93,106.13,contact,true
message,17,39.81,106.92,location,false
social_contact,14,36.7,109.32,location,false
message,18,37.63,106.92,phone,false
social_contact,16,38.18,108.43,microphone,false
navigation,12,36.5,106.97,microphone,true
message,17,38.36,109.6,contact,false
message,14,38.95,107.87,phone,false
game,12,36.78,107.93,location,true
navigation,14,37.95,105.24,location,true
message,17,39.7,107.99,microphone,false
navigation,21,38.13,107.18,contact,true
social_contact,17,37.24,109.14,phone,false
message,15,36.62,105.81,location,false
social_contact,24,39.13,106.21,location,false
message,13,37.62,108.4,microphone,false
social_contact,14,36.08,105.21,phone,false
navigation,14,39.35,109.83,contact,true
social_contact,14,36.73,108.48,location,false
message,16,38.93,107.84,location,false
game,19,38.69,107.2,phone,true
social_contact,12,36.08,106.64,phone,false
message,15,38.85,106.89,microphone,false
game,14,37.81,109.35,contact,true
navigation,24,39.42,108.3,microphone,true
game,19,38.64,106.74,microphone,true
game,13,37.44,108.33,contact,true
social_contact,14,38.6,108.96,phone,false
game,22,37.72,106.29,location,true
game,21,39.85,108.18,location,true
social_contact,13,36.8,106.19,location,false
message,18,36.25,106.89,microphone,false
navigation,13,36.26,106.9,microphone,true
game,19,36.14,108.44,contact,true
navigation,20,39.26,105.72,location,true
social_contact,20,37.92,106.41,phone,false
message,20,37.05,106.26,microphone,false
social_contact,12,38.62,108.5,contact,false
message,16,37.29,109.46,location,false
message,14,39.37,109.44,phone,false
social_contact,17,36.73,105.37,location,false
navigation,19,38.33,108.11,microphone,true
message,14,36.85,107.66,location,false
social_contact,19,36.18,105.37,microphone,false
social_contact,13,38.32,105.62,location,false
message,21,39.47,106.78,phone,false
game,23,38.37,107.79,microphone,true
game,20,38.98,109.42,phone,true
navigation,14,36.59,106.18,location,true
game,22,39.23,107.83,location,true
game,13,38.9,106.79,location,true
social_contact,21,37.89,109.77,phone,false
navigation,13,37.91,109.08,phone,true
navigation,18,39.28,109.47,phone,true
social_contact,17,36.91,105.33,microphone,false
message,13,39.85,109.79,contact,false
social_contact,18,36.54,108.35,location,false
navigation,12,36.87,109.83,microphone,true
message,21,39.97,106.23,microphone,false
message,15,37.12,108.86,phone,false
navigation,24,36.08,108.03,location,true
social_contact,14,37.99,106.65,contact,false
game,12,37.92,108.47,phone,true
message,21,38.35,105.87,microphone,false
navigation,20,38.84,106.49,contact,true
message,17,36.6,108.4,location,false
social_contact,12,37.88,109.52,phone,false
social_contact,23,38.31,106.26,contact,false
social_contact,12,37.26,107.79,phone,false
navigation,22,37.83,106.25,location,true
social_contact,14,36.02,108.52,phone,false
game,18,39.0,105.26,microphone,true
message,17,36.68,105.85,phone,false
game,13,38.77,108.37,contact,true
social_contact,23,38.33,107.85,location,false
social_contact,16,39.17,108.77,microphone,false
message,22,39.82,107.57,microphone,false
social_contact,18,38.14,108.26,location,false
game,14,38.92,105.27,microphone,true
game,19,36.08,108.66,location,true
social_contact,18,37.18,109.66,microphone,false
social_contact,16,36.87,105.62,phone,false
navigation,21,37.09,109.96,contact,true
navigation,16,38.51,106.64,phone,true
message,23,39.8,106.88,location,false
social_contact,19,36.24,108.29,phone,false
message,17,37.53,109.99,contact,false
game,19,38.3,107.44,contact,true
message,15,36.54,105.12,contact,false
social_contact,19,36.71,105.71,contact,false
social_contact,18,36.66,107.69,microphone,false
game,18,36.64,105.3,contact,true
message,24,38.46,106.5,phone,false
navigation,19,38.93,109.88,location,true
navigation,22,36.46,107.71,location,true
social_contact,20,36.92,108.39,phone,false
message,20,39.59,107.53,contact,false
message,21,36.68,108.31,contact,false
message,21,38.51,109.58,contact,false
navigation,16,36.35,106.91,phone,true
navigation,22,37.15,106.0,phone,true
message,19,36.23,106.67,phone,false
game,24,36.86,107.17,microphone,true
navigation,16,36.98,106.13,location,true
game,24,37.02,105.42,phone,true
navigation,18,39.73,105.68,phone,true
message,23,37.37,109.72,phone,false
navigation,12,39.59,105.38,phone,true
social_contact,17,38.18,107.05,phone,false
message,19,36.86,106.06,phone,false
navigation,22,39.09,108.94,phone,true
navigation,20,36.01,106.95,contact,true
message,20,39.55,107.63,contact,false
message,16,39.67,105.37,location,false
social_contact,15,36.43,109.68,contact,false
social_contact,20,38.23,107.86,phone,false
game,13,37.72,108.19,contact,true
message,20,36.79,107.92,microphone,false
message,20,39.78,106.31,contact,false
game,14,39.43,105.19,microphone,true
game,21,36.86,106.89,microphone,false
social_contact,12,36.51,105.18,phone,true
message,12,38.3,108.32,location,true
social_contact,23,37.36,109.08,location,false
navigation,21,38.86,107.51,microphone,false
navigation,18,36.04,106.24,phone,false
navigation,22,39.22,108.8,phone,false
social_contact,14,36.41,105.13,contact,true
social_contact,15,39.23,107.16,contact,true
navigation,16,39.13,107.54,microphone,true
message,17,37.21,109.78,location,true
social_contact,24,36.84,108.43,contact,true
game,13,36.65,105.79,phone,true
game,16,37.43,109.13,contact,true
message,18,38.67,108.71,contact,false
social_contact,23,36.77,107.31,microphone,false
navigation,16,39.58,108.22,location,true
social_contact,12,36.74,106.3,location,true
game,19,38.58,109.37,phone,false
game,12,37.58,106.07,location,true
message,23,38.62,105.57,phone,false
social_contact,16,37.07,105.84,microphone,true
navigation,12,37.94,106.31,contact,true
navigation,19,37.03,106.96,phone,false
social_contact,14,38.75,109.13,microphone,true
social_contact,22,38.55,109.3,location,false
game,23,39.11,106.71,microphone,false
navigation,24,37.58,109.46,phone,true
navigation,22,38.98,106.01,phone,false
social_contact,12,39.87,106.85,contact,true
message,15,39.39,107.67,location,true
message,19,37.95,108.57,location,false
game,13,37.36,109.63,location,true
game,20,36.4,106.21,contact,false
message,13,37.48,108.22,microphone,true
navigation,15,36.55,108.11,location,true
social_contact,19,39.53,108.96,contact,false
message,16,37.92,109.61,contact,true
navigation,12,38.43,108.29,microphone,true
game,13,36.98,105.98,microphone,true
message,21,37.6,105.0,microphone,false
message,19,39.03,105.58,contact,false
social_contact,19,36.46,108.96,phone,false
social_contact,16,36.75,106.3,location,true
navigation,13,39.12,107.73,phone,true
message,22,39.85,107.37,location,false
navigation,13,38.3,107.72,microphone,true
social_contact,17,39.81,108.73,microphone,true
game,18,38.23,105.52,location,false
social_contact,16,38.22,107.09,microphone,true
social_contact,13,36.99,106.32,contact,true
message,15,37.41,109.07,phone,true
game,18,37.66,107.53,microphone,false
message,21,39.35,105.33,microphone,false
social_contact,20,36.84,109.82,microphone,false
navigation,23,36.09,107.13,location,false
game,19,39.32,106.91,microphone,false
game,14,37.96,106.4,microphone,true
message,12,38.76,108.34,microphone,true
navigation,17,38.69,105.34,contact,true
game,16,39.05,108.28,microphone,true
social_contact,14,38.05,105.97,phone,true
social_contact,17,36.33,105.7,contact,true
social_contact,19,36.96,105.81,microphone,false
navigation,12,37.38,109.12,location,true
navigation,22,38.95,108.11,phone,false
social_contact,13,36.2,109.52,phone,true
social_contact,18,38.06,108.93,location,false
game,14,39.05,109.75,location,true
social_contact,20,36.97,108.64,contact,false
message,13,39.81,106.54,phone,true
navigation,13,36.8,108.44,contact,true
game,12,39.94,108.5,contact,true
navigation,20,36.69,107.48,phone,false
message,24,37.84,106.52,phone,true
game,23,36.41,107.46,location,false
message,18,37.2,109.63,contact,false
game,22,38.8,109.47,phone,false
navigation,16,36.13,107.6,contact,true
navigation,22,39.93,109.6,phone,false
navigation,22,37.32,109.65,microphone,false
message,24,37.69,105.31,location,true
message,23,36.75,109.28,phone,false
navigation,18,36.68,107.76,phone,false
message,18,38.81,106.83,microphone,false
message,17,37.42,107.7,contact,true
message,18,37.51,106.82,microphone,false
navigation,13,39.32,107.3,location,true
message,21,39.02,109.18,phone,false
social_contact,13,36.64,108.1,phone,true
social_contact,22,36.17,106.51,phone,false
message,19,38.05,107.31,contact,false
navigation,17,39.68,109.06,microphone,true
navigation,20,36.96,105.15,contact,false
navigation,21,38.6,107.45,phone,false
message,20,36.28,108.44,location,false
social_contact,24,38.56,108.34,microphone,true
navigation,24,37.58,108.86,microphone,true
navigation,14,38.49,108.74,phone,true
message,20,36.94,107.27,contact,false
message,14,36.9,108.14,phone,true
message,12,38.53,108.98,microphone,true
game,23,39.63,106.18,contact,false
navigation,13,38.4,106.7,phone,true
message,16,38.03,107.05,contact,true
social_contact,20,36.6,109.37,location,false
game,17,36.68,105.69,microphone,true
navigation,12,37.33,107.21,microphone,true
message,19,36.76,107.98,phone,false
social_contact,21,37.42,107.23,location,false
social_contact,20,36.12,107.19,phone,false
navigation,20,36.57,108.9,contact,false
game,12,36.36,108.98,microphone,true
game,13,36.69,107.23,contact,true
social_contact,24,39.81,109.29,contact,true
navigation,22,36.81,109.35,contact,false
message,16,38.97,106.49,location,true
message,20,38.68,108.28,phone,false
message,23,38.29,109.34,microphone,false
game,19,37.59,107.27,contact,false
message,20,38.66,107.14,phone,false
navigation,23,37.79,106.8,location,false
message,15,37.38,105.41,microphone,true
game,13,38.04,107.74,microphone,true
message,12,38.49,109.51,phone,true
social_contact,20,36.66,108.88,phone,false
message,17,37.42,109.59,location,true
navigation,24,38.78,107.0,phone,true
social_contact,14,37.23,108.73,phone,true
message,12,36.4,106.39,microphone,true
navigation,18,39.23,108.75,phone,false
message,19,37.45,105.6,contact,false
game,19,38.45,105.97,contact,false
navigation,12,36.91,108.46,microphone,true
message,12,38.26,105.17,microphone,true
message,12,36.89,107.37,microphone,true
social_contact,17,36.78,107.31,microphone,true
navigation,13,36.3,105.25,microphone,true
social_contact,22,38.74,107.85,contact,false
